,country,description,points,price,variety,description_length
424,France,range wine come different region southwest white come gascony typical local blend crisp fruity soft texture ripe colombard light dancing character lively fruity wine drink,85,11.0,Colombard-Sauvignon Blanc,266
425,Spain,ultraconcentrated almost heavy nose fully syrupy leaden heavy disposition mouth brown sugar caramel usual suspect making flavor profile creamy chunky finish excellent dessert wine price,91,14.0,Pedro Ximénez,269
426,Italy,gorgeous delicate intense bouquet pressed rose wet earth licorice cola dried berry fruit mouthfeel incredibly long silky,93,55.0,Nebbiolo,161
427,France,soft fat caramel flavored wine showing strawberry fruit creamy texture lack acidity leaving wine need drunk soon,84,22.0,Rosé,145
428,US,dryness low alcohol praiseworthy challenging hard tannin biting acidity blackberry sweet green herb flavor opposite today ripe cult style mean unattractive,86,25.0,Cabernet Sauvignon,225
429,US,good dry elegant wine fully ready drink nice steak complex merlot layer black cherry licorice cola spice well pleasant touch smoky oak,87,18.0,Merlot,193
430,Italy,rusciano blend syrah nero avola display impressive depth complexity aroma dark fruit spice black currant earthy tobacco build intensity wine evolves glass finish smooth rich,90,32.0,Red Blend,238
431,Italy,deep tart sweet black plum aroma flavor wrapped toasty oak blanket appealing modern style barbera grape native acidity well tamed enough remains make great food match good tannic structure yet immediate appeal finish long dark handsome,88,17.0,Barbera,311
432,France,generous rounded wine combine opulence volnay strongly tannic character coming old vine together rich fruit filled wine backed dry core fragrant red berry acidity drink,92,64.0,Pinot Noir,242
433,US,aroma seem quite dried note fruit leather medicine cabinet green herb palate brings seeming advanced age might indicate,87,34.0,Cabernet Franc,182
434,France,crisp fruity classic rosé show lightness come delicately handled fruit giving gentle berry flavor bright acidity textured aftertaste,88,20.0,Rosé,180
435,US,fan grassy gooseberry accented wine lemon lime show decent acidity tiny amount semillon chardonnay add dimension fruity simple clean expect touch sweet finish swiftly,84,10.0,Sauvignon Blanc,243
436,US,tasty toasty red wine sangiovese tangy red berry fruit flavor carry highlight peppery herb air time wine smoothes roll creamy mocha infused finish,90,29.0,Sangiovese,203
437,US,ripe almost sweet jammy pie filling cherry raspberry rich seasoning cinnamon brown sugar cocoa technically dry crispness fine arroyo seco acidity drink,87,35.0,Pinot Noir,220
438,US,pretty wine aroma black cherry liqueur dash espresso maybe way around round full lushly flavored high acidity give real bite fact finish somewhat bitter food soften nicely,86,20.0,Merlot,264
439,Italy,easy sangiovese pair pizza grilled ham cheese sandwich mild fruit flavor followed sun drenched aroma leather spice,83,8.0,Sangiovese,172
440,US,excellent aroma show muscle meat typical better syrahs concentrated palate well crafted blend brambly berry pepper sea salt cured meat loam,90,20.0,Syrah,184
441,US,consistent style previous vintage textural lemony racy riesling seems bone dry though noted residual sugar along rich flavor grapefruit citrus nectarine pear fruit highlight sharp minerality,92,24.0,Riesling,269
442,Italy,open earthy aroma scorched soil overripe plum leather funky whiff farmyard palate note game clove sage join raw red cherry offset bracing tannin,87,25.0,Nebbiolo,193
443,US,delicious interesting white wine made variety usually used blending purpose honey rich dry similar structure oaky chardonnay tropical fruit vanilla flavor pleasant touch bitterness,90,30.0,Grenache Blanc,251
444,Italy,bright fruit forward red wine piedmont northern italy exhibit prominent overly intense intrusive aroma fresh fruit exotic spice drying mineral wine fresh acidic component balanced jammy sweet finish,90,45.0,Barbera,266
445,US,simple seemingly sweet chardonnay apricot jam flavor,81,11.0,Chardonnay,68
446,US,much oak sweet fruit result unbalanced chardonnay taste like lifesaver lemon candy cooked baked alaska dessert,82,30.0,Chardonnay,153
447,US,firm muscular delivers powerful concentrated red currant cherry berry fruit tightly wrapped resonant young compact wine begin hint complexity contains note herb leaf barrel spice good weight concentration plus exceptional length precision,92,55.0,Merlot,314
448,US,ripe sun enriched blackberry cherry mocha flavor rich sweet dusty tannin finish polished gentle cab little sweet oaky drink,86,24.0,Cabernet Sauvignon,179
449,US,cabernet age dry richly flavored classic varietal flavor blackberry black currant cedar finely ground intense tannin youthful immaturity simply ready appreciate really need time part mesh together give develop bottle complexity another year,92,100.0,Cabernet Sauvignon,392
450,France,bizarrely perfumed taste like candy shop smell note fruit jelly tannin taut wine hang together,82,19.0,Bordeaux-style Red Blend,149
451,US,wine box simple direct pineapple lime peach flavor sugary sweet crisp clean acidity box equivalent four regular bottle,83,20.0,White Blend,194
452,US,muscat canelli muscat giallo fragrant inviting wine exactly proclaims slightly sweet honeysuckle citrus crisp texture offer lightness lingering acidity moderate alcohol package,90,16.0,Muscat,253
453,US,aged american oak mostly similar vineyard source american oak spice fruit less smoothness overall c est belle bottling cherry berry flavor abound sturdy solid well made case produced,88,35.0,Syrah,258
454,France,complexity burgundy vineyard next familiar le charmes dessus meaning vineyard give mineral character hinting chablis meursault richness well hold wine delicious vanilla flavor ready year,93,69.0,Chardonnay,323
455,US,porty dull almost undrinkable except decent berry currant flavor,80,22.0,Tempranillo,85
456,Italy,smell like ripe peach hint anise almond taste similar plump mouthfeel carry flavor across palate short pleasant finish nice apéritif mildly flavored fish poultry,87,23.0,Cortese,232
457,Italy,wine mostly cabernet sauvignon smaller percentage alicante petit verdot render soapy herbal nose accent root beer exotic spice lavender potpourri green pepper corn well balanced,92,55.0,Red Blend,234
458,US,dry fairly tannic severe first sip hard appreciate although good black cherry cola leather oak black pepper flavor complex way get better breathes glass give good long decanting drink blend mourvèdre grenache syrah counoise order,90,55.0,Rhône-style Red Blend,370
459,Spain,waxy nose buttercup creamy yellow fruit scent white flower palate wet racy touch like soda sweet candied flavor peach melon plod along good enough acidity support wine core sweetness candied quality,86,15.0,Chardonnay,271
460,Spain,start rustic leathery hint smoke leafiness earth along baked berry spice four grape wine good density mouthfeel frame leather earth slightly baked berry fruit flavor finish chocolaty sweet enough acidity maintain balance,89,15.0,Red Blend,301
461,US,wonderfully dry minerally sauvignon blanc set crisp acidity rewarding flavor lemon grapefruit lime enriched pineapple fig honeysuckle,88,12.0,Sauvignon Blanc,184
462,US,firm bit astringent dry ripe flavor blackberry currant black cherry cedar solid cabernet raw edge might age year,87,38.0,Cabernet Sauvignon,174
463,US,dripping earth kir fresh raspberry stellar wine heart appellation estate grown four acre spot planted trio clone spirited refreshing dance acidity floral back note compelling wrapped cinnamon mocha,94,42.0,Pinot Noir,284
464,US,hallmark viognier namely lot tropical fruit wildflower vanilla spicy aroma flavor finish thoroughly dry could use brightness zest though bit flat,83,24.0,Viognier,208
465,Italy,smokey tone charcoal dark granite slate rise nose lazio based petit verdot dusty mineral note followed dark ripe fruit wine long lasting penetrating close,88,24.0,Petite Verdot,215
466,US,kind tough mouth time aggressive tannin effectively bury blackberry flavor also streak hung meat smoky leather add dimension best let soften year,87,26.0,Zinfandel,222
467,Italy,difficult wine understand specific philosophy behind light elegant ethereal blend nero avola frappato aged terracotta amphora studied attempt present pure product nature allows offer load bright fruit wild berry earth spice impressive complexity,91,40.0,Red Blend,342
468,Italy,oak aged chardonnay northern italy offer bright intensity peach melon yellow flower backed elegance toast roasted nut wine creamy soft mouth bitter almond note close,88,30.0,Chardonnay,250
469,US,defines style entirely separate napa rustic dry creek tannin even briary edge blackberry cherry totally dry well made elegant,88,13.0,Cabernet Sauvignon,181
470,US,oaky ripe powerful tropical pineapple kumquat mineral floral aroma flavor new oak add smoke vanilla char bottom line flavorful acidic elegant chard lingering spicy finish,90,28.0,Chardonnay,226
471,Spain,smooth ripe smelling clean berry aroma cherry plum pepper lead flavor feel tangy zippy clampy exceedingly fresh lot richness depth body pure clean wine common appeal,87,14.0,Tempranillo,249
472,US,single barrel made pure sangiovese candy mountain vineyard tight tart dark capture black cherry fruit black licorice whiff smoke point time tannin acid seem fighting control,88,50.0,Sangiovese,259
473,US,something like cross silky pinot noir soft merlot gentle fruity wine berry tobacco cola spice flavor nice scour tannin suggests pair rich oily meat cheese,86,16.0,Sangiovese,227
474,US,simple cherry fruit delicately earthy base defines everyday merlot keep herbal component check balanced appropriately rather light fruit,87,18.0,Merlot,172
475,US,date tar note come nuanced funky sweat like aroma palate feel lax attack taste bit thin flavor firm upper lip grabbing tannin mark finish,83,26.0,Merlot,181
476,France,certainly tannic tough moment wine also much fruit allow round bringing black currant fruitiness resulting full rich perfumed wine wait,88,24.0,Bordeaux-style Red Blend,220
477,US,crisp refreshing note grated ginger white flower cantaloupe dry riesling balance peachy fruit flavor steely backbone slate lime tart acidity pleasantly long finish lovely around,89,16.0,Riesling,231
478,US,light generic sort low priced merlot california crank boatload washington better spiffy new label beef,82,9.0,Merlot,176
